행정기관코드,행정기관,시도명,시군구명,총 인구수,연령구간인구수,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85~89세,90~94세,95~99세,100세 이상,남 인구수,연령구간인구수,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85~89세,90~94세,95~99세,100세 이상,여 인구수,연령구간인구수,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85~89세,90~94세,95~99세,100세 이상
4119000000,경기도 부천시 ,경기도,부천시,"788,935","788,935","20,251","28,090","32,016","34,228","45,448","58,366","55,911","52,602","61,116","60,428","71,989","68,704","73,219","50,455","30,064","20,098","14,900","7,583","2,761",581,125,"390,456","390,456","10,416","14,409","16,387","17,532","23,307","30,215","28,891","27,086","31,186","30,218","35,176","32,983","35,837","24,587","14,588","8,993","5,608","2,287",620,99,31,"398,479","398,479","9,835","13,681","15,629","16,696","22,141","28,151","27,020","25,516","29,930","30,210","36,813","35,721","37,382","25,868","15,476","11,105","9,292","5,296","2,141",482,94
4121000000,경기도 광명시 ,경기도,광명시,"287,603","287,603","8,273","11,943","14,213","14,883","16,691","18,126","18,788","19,421","23,861","24,551","26,364","22,335","22,819","17,325","10,815","7,537","5,683","2,741",988,206,40,"141,441","141,441","4,201","6,115","7,267","7,667","8,654","9,309","9,694","9,882","11,685","12,082","13,036","11,213","10,873","8,185","5,042","3,333","2,148",786,216,45,8,"146,162","146,162","4,072","5,828","6,946","7,216","8,037","8,817","9,094","9,539","12,176","12,469","13,328","11,122","11,946","9,140","5,773","4,204","3,535","1,955",772,161,32
4122000000,경기도 평택시 ,경기도,평택시,"580,011","580,011","21,374","27,721","29,074","26,537","33,283","44,470","45,722","43,771","51,804","48,443","51,835","42,755","39,490","25,702","16,897","12,779","10,581","5,550","1,780",388,55,"304,160","304,160","10,782","14,170","14,885","13,646","18,062","25,679","26,103","23,991","28,140","25,823","27,454","22,643","20,449","12,669","7,779","5,486","4,078","1,809",414,89,9,"275,851","275,851","10,592","13,551","14,189","12,891","15,221","18,791","19,619","19,780","23,664","22,620","24,381","20,112","19,041","13,033","9,118","7,293","6,503","3,741","1,366",299,46
4125000000,경기도 동두천시 ,경기도,동두천시,"91,255","91,255","1,939","3,274","4,064","4,106","4,951","5,359","4,732","4,684","6,164","6,898","8,487","7,751","8,283","6,362","4,484","3,962","3,492","1,631",501,116,15,"45,521","45,521",976,"1,725","2,031","2,091","2,651","2,902","2,594","2,376","3,147","3,554","4,432","4,134","4,191","3,084","1,967","1,638","1,329",536,138,22,3,"45,734","45,734",963,"1,549","2,033","2,015","2,300","2,457","2,138","2,308","3,017","3,344","4,055","3,617","4,092","3,278","2,517","2,324","2,163","1,095",363,94,12
4127000000,경기도 안산시 ,경기도,안산시,"640,679","640,679","15,985","22,168","27,101","31,408","45,877","53,157","45,458","38,386","46,562","52,426","65,666","60,467","53,910","31,618","18,416","13,176","10,498","5,864","1,977",486,73,"328,388","328,388","8,150","11,341","13,985","16,085","23,931","28,814","25,077","20,725","24,568","26,733","32,561","31,023","28,617","16,228","8,828","5,673","3,847","1,645",459,86,12,"312,291","312,291","7,835","10,827","13,116","15,323","21,946","24,343","20,381","17,661","21,994","25,693","33,105","29,444","25,293","15,390","9,588","7,503","6,651","4,219","1,518",400,61
4128000000,경기도 고양시 ,경기도,고양시,"1,077,599","1,077,599","30,147","43,625","49,809","51,265","64,533","75,104","72,821","70,360","84,383","88,342","106,379","91,660","85,066","57,081","34,551","28,720","24,367","13,644","4,638",953,151,"526,192","526,192","15,175","22,326","25,469","26,102","32,914","38,111","36,286","35,134","41,397","42,690","51,516","44,903","42,767","28,449","15,743","11,879","9,286","4,527","1,284",195,39,"551,407","551,407","14,972","21,299","24,340","25,163","31,619","36,993","36,535","35,226","42,986","45,652","54,863","46,757","42,299","28,632","18,808","16,841","15,081","9,117","3,354",758,112
4129000000,경기도 과천시 ,경기도,과천시,"78,341","78,341","3,188","4,149","3,953","3,600","4,549","5,191","5,602","6,042","6,288","5,660","6,766","6,220","5,907","4,194","2,475","1,839","1,431",858,335,84,10,"38,507","38,507","1,650","2,136","2,018","1,852","2,341","2,685","2,773","2,969","3,109","2,755","3,225","3,034","2,913","2,051","1,196",802,590,294,100,11,3,"39,834","39,834","1,538","2,013","1,935","1,748","2,208","2,506","2,829","3,073","3,179","2,905","3,541","3,186","2,994","2,143","1,279","1,037",841,564,235,73,7
4131000000,경기도 구리시 ,경기도,구리시,"188,550","188,550","4,992","7,636","8,420","8,659","11,015","13,205","12,107","12,109","15,316","15,222","18,081","16,233","16,227","10,915","6,876","5,169","3,835","1,810",583,120,20,"93,354","93,354","2,565","3,955","4,273","4,496","5,562","6,820","6,147","6,129","7,792","7,525","8,725","8,046","8,160","5,359","3,244","2,203","1,558",601,169,21,4,"95,196","95,196","2,427","3,681","4,147","4,163","5,453","6,385","5,960","5,980","7,524","7,697","9,356","8,187","8,067","5,556","3,632","2,966","2,277","1,209",414,99,16
4136000000,경기도 남양주시 ,경기도,남양주시,"737,171","737,171","22,784","36,113","41,220","38,414","41,174","42,742","40,946","47,007","66,319","65,307","68,670","56,463","54,163","41,250","27,767","20,829","15,512","7,258","2,551",553,129,"366,107","366,107","11,774","18,521","21,148","19,759","21,445","22,108","20,716","22,985","32,656","32,855","34,833","28,710","27,109","19,680","12,922","9,296","6,398","2,435",632,101,24,"371,064","371,064","11,010","17,592","20,072","18,655","19,729","20,634","20,230","24,022","33,663","32,452","33,837","27,753","27,054","21,570","14,845","11,533","9,114","4,823","1,919",452,105
4137000000,경기도 오산시 ,경기도,오산시,"229,704","229,704","7,453","12,116","13,479","11,892","13,245","16,616","17,249","18,473","23,569","21,011","19,759","15,300","14,179","9,387","6,011","4,448","3,371","1,529",493,113,11,"119,610","119,610","3,816","6,136","6,949","6,134","6,909","9,370","9,797","9,930","12,660","11,126","10,442","7,918","7,202","4,522","2,822","1,894","1,334",514,114,20,1,"110,094","110,094","3,637","5,980","6,530","5,758","6,336","7,246","7,452","8,543","10,909","9,885","9,317","7,382","6,977","4,865","3,189","2,554","2,037","1,015",379,93,10
4139000000,경기도 시흥시 ,경기도,시흥시,"513,468","513,468","18,844","26,160","26,584","24,594","30,342","35,792","36,535","39,168","48,345","44,639","48,335","42,176","36,669","21,724","12,601","8,757","7,071","3,537","1,253",291,51,"268,033","268,033","9,585","13,206","13,581","12,589","16,531","19,451","19,886","20,780","26,050","24,149","25,024","22,305","19,917","11,119","6,141","3,810","2,607",994,244,54,10,"245,435","245,435","9,259","12,954","13,003","12,005","13,811","16,341","16,649","18,388","22,295","20,490","23,311","19,871","16,752","10,605","6,460","4,947","4,464","2,543","1,009",237,41
4141000000,경기도 군포시 ,경기도,군포시,"265,999","265,999","7,051","10,001","11,922","12,885","15,976","19,066","19,427","17,565","19,992","21,070","24,868","22,097","23,052","15,315","8,987","6,753","5,451","3,128","1,107",242,44,"132,017","132,017","3,647","5,103","6,191","6,632","8,318","9,952","10,309","9,248","10,068","10,244","12,152","10,777","11,145","7,523","4,393","2,849","2,084","1,014",306,54,8,"133,982","133,982","3,404","4,898","5,731","6,253","7,658","9,114","9,118","8,317","9,924","10,826","12,716","11,320","11,907","7,792","4,594","3,904","3,367","2,114",801,188,36
4143000000,경기도 의왕시 ,경기도,의왕시,"160,067","160,067","5,020","6,852","6,792","6,981","9,671","11,279","11,366","10,817","11,714","11,692","14,598","13,925","14,267","9,988","5,701","3,901","3,024","1,671",632,157,19,"79,351","79,351","2,607","3,468","3,523","3,595","5,018","5,991","5,834","5,504","6,021","5,731","6,852","6,803","6,916","4,970","2,824","1,792","1,213",510,147,30,2,"80,716","80,716","2,413","3,384","3,269","3,386","4,653","5,288","5,532","5,313","5,693","5,961","7,746","7,122","7,351","5,018","2,877","2,109","1,811","1,161",485,127,17
4145000000,경기도 하남시 ,경기도,하남시,"326,496","326,496","13,063","18,916","17,158","13,363","15,615","21,183","24,618","27,644","33,204","26,790","25,598","21,488","22,963","17,617","11,533","7,447","4,797","2,333",907,223,36,"162,937","162,937","6,762","9,598","8,691","6,757","7,892","10,501","12,190","13,860","16,878","14,071","13,075","10,672","11,151","8,478","5,722","3,703","1,979",730,182,40,5,"163,559","163,559","6,301","9,318","8,467","6,606","7,723","10,682","12,428","13,784","16,326","12,719","12,523","10,816","11,812","9,139","5,811","3,744","2,818","1,603",725,183,31
4146000000,경기도 용인시 ,경기도,용인시,"1,074,650","1,074,650","33,410","53,353","61,680","59,472","66,451","68,005","64,112","71,124","95,798","98,352","100,981","76,313","67,503","51,021","37,624","30,747","22,662","11,159","3,893",845,145,"533,142","533,142","17,100","27,268","31,505","30,441","34,401","35,930","32,626","34,923","46,884","48,496","50,706","38,952","33,823","23,750","16,913","13,594","10,140","4,334","1,148",177,31,"541,508","541,508","16,310","26,085","30,175","29,031","32,050","32,075","31,486","36,201","48,914","49,856","50,275","37,361","33,680","27,271","20,711","17,153","12,522","6,825","2,745",668,114
4148000000,경기도 파주시 ,경기도,파주시,"495,480","495,480","17,084","25,073","27,089","24,645","27,114","31,635","33,131","36,374","43,449","41,266","44,496","35,796","34,398","24,678","16,243","13,603","11,274","5,625","2,014",429,64,"251,414","251,414","8,812","12,773","13,773","12,583","14,648","17,250","17,048","19,257","22,623","20,918","23,257","18,533","17,556","12,156","7,429","5,834","4,395","1,952",530,70,17,"244,066","244,066","8,272","12,300","13,316","12,062","12,466","14,385","16,083","17,117","20,826","20,348","21,239","17,263","16,842","12,522","8,814","7,769","6,879","3,673","1,484",359,47
4150000000,경기도 이천시 ,경기도,이천시,"222,451","222,451","6,600","9,887","11,032","10,899","12,918","17,183","15,631","14,781","17,617","17,393","18,899","16,916","17,756","12,355","8,021","5,930","4,889","2,676",844,198,26,"115,835","115,835","3,394","5,102","5,710","5,656","7,050","10,264","8,911","7,703","9,434","8,845","9,864","8,728","9,208","6,333","3,853","2,704","1,935",881,212,43,5,"106,616","106,616","3,206","4,785","5,322","5,243","5,868","6,919","6,720","7,078","8,183","8,548","9,035","8,188","8,548","6,022","4,168","3,226","2,954","1,795",632,155,21
4155000000,경기도 안성시 ,경기도,안성시,"188,643","188,643","4,733","7,361","8,868","8,602","10,926","11,528","10,696","11,193","14,867","14,881","16,839","15,290","16,416","12,323","8,272","6,317","5,230","3,041","1,013",212,35,"97,518","97,518","2,489","3,819","4,516","4,497","5,888","6,516","6,046","6,050","8,004","7,945","9,001","8,023","8,435","6,157","4,035","2,841","2,008",978,228,36,6,"91,125","91,125","2,244","3,542","4,352","4,105","5,038","5,012","4,650","5,143","6,863","6,936","7,838","7,267","7,981","6,166","4,237","3,476","3,222","2,063",785,176,29
4157000000,경기도 김포시 ,경기도,김포시,"484,725","484,725","19,287","29,663","29,371","22,607","23,108","27,228","30,774","38,861","51,085","42,728","38,639","32,094","31,938","24,487","16,507","11,811","8,513","4,178","1,468",327,51,"242,147","242,147","9,980","15,050","14,919","11,521","12,012","13,771","15,037","18,976","25,930","22,418","19,895","16,260","16,004","11,644","7,805","5,532","3,514","1,420",384,60,15,"242,578","242,578","9,307","14,613","14,452","11,086","11,096","13,457","15,737","19,885","25,155","20,310","18,744","15,834","15,934","12,843","8,702","6,279","4,999","2,758","1,084",267,36
4159000000,경기도 화성시 ,경기도,화성시,"914,500","914,500","39,729","56,969","58,985","47,718","47,165","62,608","71,802","78,678","96,582","82,612","74,253","56,025","51,398","34,032","21,467","14,749","11,112","6,037","2,079",422,78,"475,330","475,330","20,278","29,141","30,045","24,267","24,683","34,901","38,574","40,870","50,529","43,993","39,934","30,043","26,920","17,054","10,360","6,805","4,437","1,978",440,59,19,"439,170","439,170","19,451","27,828","28,940","23,451","22,482","27,707","33,228","37,808","46,053","38,619","34,319","25,982","24,478","16,978","11,107","7,944","6,675","4,059","1,639",363,59
4161000000,경기도 광주시 ,경기도,광주시,"391,225","391,225","13,171","18,268","18,031","16,816","19,710","23,659","25,199","28,731","36,267","32,578","35,721","31,092","32,086","23,489","14,622","9,992","7,028","3,334","1,115",261,55,"199,630","199,630","6,686","9,321","9,269","8,579","10,414","12,671","13,151","14,945","19,125","17,098","18,535","15,787","15,948","11,763","7,152","4,800","2,942","1,145",247,39,13,"191,595","191,595","6,485","8,947","8,762","8,237","9,296","10,988","12,048","13,786","17,142","15,480","17,186","15,305","16,138","11,726","7,470","5,192","4,086","2,189",868,222,42
4163000000,경기도 양주시 ,경기도,양주시,"245,451","245,451","7,823","11,659","12,948","12,325","13,716","14,120","14,162","15,286","19,992","20,750","22,353","19,105","19,015","14,758","9,520","7,784","5,853","3,002","1,005",233,42,"124,134","124,134","3,971","5,909","6,455","6,270","7,374","7,590","7,459","7,871","10,119","10,613","11,668","10,017","9,711","7,320","4,483","3,621","2,345","1,047",237,46,8,"121,317","121,317","3,852","5,750","6,493","6,055","6,342","6,530","6,703","7,415","9,873","10,137","10,685","9,088","9,304","7,438","5,037","4,163","3,508","1,955",768,187,34
4165000000,경기도 포천시 ,경기도,포천시,"146,374","146,374","3,070","4,281","5,289","5,886","8,088","8,951","7,572","6,733","8,390","10,170","13,720","14,732","16,445","11,930","6,953","5,708","4,802","2,552",867,200,35,"77,561","77,561","1,549","2,243","2,755","3,093","4,540","5,233","4,391","3,729","4,592","5,401","7,497","8,084","8,932","6,522","3,502","2,550","1,844",839,215,39,11,"68,813","68,813","1,521","2,038","2,534","2,793","3,548","3,718","3,181","3,004","3,798","4,769","6,223","6,648","7,513","5,408","3,451","3,158","2,958","1,713",652,161,24
4167000000,경기도 여주시 ,경기도,여주시,"113,259","113,259","2,650","3,867","4,636","4,754","5,638","5,861","5,506","5,589","7,619","8,111","9,843","10,187","11,588","9,401","6,234","4,688","4,029","2,087",774,171,26,"57,622","57,622","1,341","2,019","2,436","2,446","2,986","3,279","3,020","2,892","3,897","4,160","5,173","5,324","5,987","4,750","3,157","2,182","1,633",706,199,32,3,"55,637","55,637","1,309","1,848","2,200","2,308","2,652","2,582","2,486","2,697","3,722","3,951","4,670","4,863","5,601","4,651","3,077","2,506","2,396","1,381",575,139,23
4180000000,경기도 연천군 ,경기도,연천군,"41,950","41,950",998,"1,255","1,413","1,468","2,198","2,582","2,229","1,740","2,127","2,389","3,099","3,649","4,437","3,928","2,507","2,334","2,058","1,102",337,86,14,"22,052","22,052",497,660,723,786,"1,339","1,717","1,354",969,"1,122","1,327","1,681","1,976","2,331","2,045","1,221","1,040",777,369,93,19,6,"19,898","19,898",501,595,690,682,859,865,875,771,"1,005","1,062","1,418","1,673","2,106","1,883","1,286","1,294","1,281",733,244,67,8
4182000000,경기도 가평군 ,경기도,가평군,"62,114","62,114","1,178","1,698","2,148","2,286","2,764","3,118","2,692","2,690","3,499","4,066","5,137","5,723","7,199","6,190","3,950","3,180","2,605","1,415",465,94,17,"32,076","32,076",587,872,"1,068","1,197","1,582","1,836","1,501","1,451","1,848","2,198","2,762","3,041","3,675","3,228","1,986","1,496","1,072",517,132,21,6,"30,038","30,038",591,826,"1,080","1,089","1,182","1,282","1,191","1,239","1,651","1,868","2,375","2,682","3,524","2,962","1,964","1,684","1,533",898,333,73,11
4183000000,경기도 양평군 ,경기도,양평군,"122,414","122,414","2,524","4,069","5,057","4,821","4,933","5,162","4,947","5,431","7,675","8,456","10,155","10,916","13,885","11,873","7,987","6,130","4,708","2,561",919,177,28,"61,562","61,562","1,285","2,112","2,623","2,573","2,773","2,850","2,639","2,760","3,775","4,303","5,288","5,518","6,968","5,909","3,996","3,004","2,032",887,222,42,3,"60,852","60,852","1,239","1,957","2,434","2,248","2,160","2,312","2,308","2,671","3,900","4,153","4,867","5,398","6,917","5,964","3,991","3,126","2,676","1,674",697,135,25
4200000000,강원도  ,강원도,강원도,"1,535,373","1,535,373","40,510","54,983","64,442","67,389","83,743","85,631","79,613","80,342","103,698","111,681","133,325","128,433","149,962","119,006","74,866","63,474","54,458","27,445","9,658","2,368",346,"772,297","772,297","20,663","28,244","33,186","35,219","46,654","48,339","43,021","41,832","52,647","57,135","69,321","65,868","74,871","59,684","35,256","28,108","20,902","8,649","2,159",472,67,"763,076","763,076","19,847","26,739","31,256","32,170","37,089","37,292","36,592","38,510","51,051","54,546","64,004","62,565","75,091","59,322","39,610","35,366","33,556","18,796","7,499","1,896",279
4211000000,강원도 춘천시 ,강원도,춘천시,"286,623","286,623","8,399","11,516","13,229","13,133","18,235","19,092","17,414","16,917","20,850","20,747","24,480","22,303","24,182","19,159","11,161","10,188","8,884","4,657","1,629",388,60,"141,487","141,487","4,269","5,907","6,908","6,751","9,710","10,231","9,192","8,589","10,315","10,173","12,278","11,241","11,677","9,311","5,062","4,433","3,429","1,495",412,86,18,"145,136","145,136","4,130","5,609","6,321","6,382","8,525","8,861","8,222","8,328","10,535","10,574","12,202","11,062","12,505","9,848","6,099","5,755","5,455","3,162","1,217",302,42
4213000000,강원도 원주시 ,강원도,원주시,"360,809","360,809","11,225","15,064","17,614","17,605","20,731","23,072","22,720","22,635","27,899","28,817","32,491","29,080","30,692","21,874","12,955","10,233","9,220","4,730","1,710",389,53,"178,823","178,823","5,726","7,748","8,958","9,131","11,251","12,135","11,575","11,493","13,833","14,080","16,263","14,573","15,117","10,924","6,069","4,480","3,497","1,503",376,82,9,"181,986","181,986","5,499","7,316","8,656","8,474","9,480","10,937","11,145","11,142","14,066","14,737","16,228","14,507","15,575","10,950","6,886","5,753","5,723","3,227","1,334",307,44
4215000000,강원도 강릉시 ,강원도,강릉시,"211,159","211,159","5,019","7,052","8,597","9,371","11,928","11,720","10,043","10,515","14,399","16,379","18,762","17,419","20,147","16,493","11,033","9,238","7,459","3,756","1,427",347,55,"104,674","104,674","2,629","3,617","4,449","4,975","6,473","6,505","5,454","5,499","7,210","8,326","9,666","8,748","9,693","7,855","5,046","4,068","2,870","1,213",317,54,7,"106,485","106,485","2,390","3,435","4,148","4,396","5,455","5,215","4,589","5,016","7,189","8,053","9,096","8,671","10,454","8,638","5,987","5,170","4,589","2,543","1,110",293,48
4217000000,강원도 동해시 ,강원도,동해시,"89,380","89,380","2,260","3,541","4,175","4,255","4,448","4,448","3,914","4,455","6,471","7,391","8,352","7,303","8,306","6,825","4,568","3,694","2,935","1,425",499,102,13,"45,417","45,417","1,155","1,816","2,160","2,239","2,561","2,649","2,206","2,344","3,305","3,897","4,418","3,794","4,073","3,280","2,136","1,629","1,165",466,106,15,3,"43,963","43,963","1,105","1,725","2,015","2,016","1,887","1,799","1,708","2,111","3,166","3,494","3,934","3,509","4,233","3,545","2,432","2,065","1,770",959,393,87,10
4219000000,강원도 태백시 ,강원도,태백시,"39,286","39,286",739,"1,239","1,748","1,770","1,773","1,400","1,282","1,676","2,712","3,044","3,500","3,332","4,079","3,632","2,696","2,085","1,635",726,165,48,5,"19,806","19,806",405,655,867,959,"1,012",810,709,882,"1,365","1,657","1,928","1,755","2,045","1,792","1,208",896,608,223,23,6,1,"19,480","19,480",334,584,881,811,761,590,573,794,"1,347","1,387","1,572","1,577","2,034","1,840","1,488","1,189","1,027",503,142,42,4
4221000000,강원도 속초시 ,강원도,속초시,"82,899","82,899","2,220","3,184","3,536","3,526","4,163","4,473","4,552","4,549","5,873","6,147","7,800","7,218","8,023","6,386","3,796","3,207","2,430","1,207",479,119,11,"41,102","41,102","1,133","1,617","1,787","1,861","2,345","2,520","2,575","2,404","2,937","3,049","3,837","3,567","3,809","3,169","1,723","1,346",920,383,99,18,3,"41,797","41,797","1,087","1,567","1,749","1,665","1,818","1,953","1,977","2,145","2,936","3,098","3,963","3,651","4,214","3,217","2,073","1,861","1,510",824,380,101,8
4223000000,강원도 삼척시 ,강원도,삼척시,"63,202","63,202","1,534","1,839","2,245","2,689","4,002","2,631","2,393","2,679","3,725","4,534","5,368","5,344","6,708","5,391","3,934","3,181","2,785","1,518",571,113,18,"32,033","32,033",758,960,"1,178","1,373","2,193","1,543","1,310","1,411","1,979","2,500","3,013","2,862","3,443","2,681","1,885","1,387",967,449,127,14,0,"31,169","31,169",776,879,"1,067","1,316","1,809","1,088","1,083","1,268","1,746","2,034","2,355","2,482","3,265","2,710","2,049","1,794","1,818","1,069",444,99,18
4272000000,강원도 홍천군 ,강원도,홍천군,"67,922","67,922","1,449","1,916","2,288","2,445","2,939","3,157","2,862","2,761","3,559","4,129","5,348","6,345","8,452","7,044","4,214","3,431","3,144","1,715",565,136,23,"34,911","34,911",705,"1,006","1,158","1,247","1,715","1,933","1,627","1,467","1,869","2,234","2,832","3,348","4,322","3,730","2,210","1,586","1,234",523,125,38,2,"33,011","33,011",744,910,"1,130","1,198","1,224","1,224","1,235","1,294","1,690","1,895","2,516","2,997","4,130","3,314","2,004","1,845","1,910","1,192",440,98,21
4273000000,강원도 횡성군 ,강원도,횡성군,"46,608","46,608",833,"1,159","1,403","2,017","1,748","1,676","1,475","1,667","2,261","2,553","3,753","4,470","6,280","5,239","3,194","2,677","2,351","1,303",430,102,17,"23,919","23,919",444,616,730,"1,071",994,963,822,875,"1,214","1,409","2,040","2,322","3,249","2,771","1,660","1,261",954,425,79,19,1,"22,689","22,689",389,543,673,946,754,713,653,792,"1,047","1,144","1,713","2,148","3,031","2,468","1,534","1,416","1,397",878,351,83,16
4275000000,강원도 영월군 ,강원도,영월군,"37,644","37,644",601,856,"1,116","1,515","1,682","1,255","1,175","1,319","1,881","2,333","3,221","3,633","4,812","3,924","2,715","2,190","2,039",985,313,69,10,"19,443","19,443",319,446,604,847,925,724,664,717,987,"1,264","1,797","2,001","2,549","2,107","1,328",991,787,296,72,15,3,"18,201","18,201",282,410,512,668,757,531,511,602,894,"1,069","1,424","1,632","2,263","1,817","1,387","1,199","1,252",689,241,54,7
4276000000,강원도 평창군 ,강원도,평창군,"40,901","40,901",596,960,"1,266","1,435","1,660","1,432","1,311","1,402","2,124","2,675","3,644","3,979","5,482","4,344","2,913","2,305","2,000",957,326,75,15,"21,144","21,144",288,478,644,804,979,883,737,730,"1,174","1,444","1,984","2,123","2,883","2,289","1,432","1,091",805,295,61,19,1,"19,757","19,757",308,482,622,631,681,549,574,672,950,"1,231","1,660","1,856","2,599","2,055","1,481","1,214","1,195",662,265,56,14
4277000000,강원도 정선군 ,강원도,정선군,"34,892","34,892",599,820,"1,168","1,155","1,403","1,073","1,085","1,411","2,015","2,424","3,129","3,340","4,369","3,622","2,441","1,973","1,731",781,258,83,12,"18,242","18,242",292,429,599,587,813,662,610,802,"1,136","1,403","1,838","1,842","2,284","1,961","1,141",874,672,223,52,19,3,"16,650","16,650",307,391,569,568,590,411,475,609,879,"1,021","1,291","1,498","2,085","1,661","1,300","1,099","1,059",558,206,64,9
4278000000,강원도 철원군 ,강원도,철원군,"42,174","42,174","1,401","1,518","1,633","1,762","2,297","2,492","2,347","2,011","2,442","2,705","3,249","3,459","4,147","3,370","2,145","2,231","1,831",761,279,82,12,"21,829","21,829",695,755,874,920,"1,367","1,673","1,357","1,102","1,256","1,441","1,787","1,798","2,152","1,676",954,999,696,229,83,15,0,"20,345","20,345",706,763,759,842,930,819,990,909,"1,186","1,264","1,462","1,661","1,995","1,694","1,191","1,232","1,135",532,196,67,12
4279000000,강원도 화천군 ,강원도,화천군,"23,323","23,323",717,840,807,839,"1,375","1,726","1,504","1,118","1,170","1,318","1,722","1,926","2,335","1,916","1,066","1,118","1,077",524,170,45,10,"12,520","12,520",370,437,382,436,890,"1,173",955,602,660,688,931,"1,028","1,292","1,036",500,519,390,169,46,12,4,"10,803","10,803",347,403,425,403,485,553,549,516,510,630,791,898,"1,043",880,566,599,687,355,124,33,6
4280000000,강원도 양구군 ,강원도,양구군,"21,341","21,341",721,837,838,"1,019","1,231","1,369","1,267","1,117","1,210","1,200","1,547","1,727","2,154","1,683",944,966,882,445,147,32,5,"11,198","11,198",361,409,433,494,802,894,749,604,642,638,838,906,"1,135",912,443,438,325,133,35,4,3,"10,143","10,143",360,428,405,525,429,475,518,513,568,562,709,821,"1,019",771,501,528,557,312,112,28,2
4281000000,강원도 인제군 ,강원도,인제군,"32,206","32,206","1,170","1,231","1,175","1,132","1,774","2,224","2,131","1,826","2,054","1,918","2,368","2,599","3,296","2,633","1,410","1,282","1,171",542,197,67,6,"17,541","17,541",593,634,606,593,"1,196","1,545","1,277","1,041","1,115","1,065","1,321","1,345","1,770","1,439",690,606,450,189,38,24,4,"14,665","14,665",577,597,569,539,578,679,854,785,939,853,"1,047","1,254","1,526","1,194",720,676,721,353,159,43,2
4282000000,강원도 고성군 ,강원도,고성군,"27,193","27,193",551,731,772,813,"1,242","1,337","1,162","1,137","1,429","1,587","2,251","2,435","3,198","2,667","1,749","1,669","1,429",699,244,79,12,"13,994","13,994",283,364,409,429,778,866,668,624,774,872,"1,273","1,299","1,653","1,363",833,686,544,197,57,17,5,"13,199","13,199",268,367,363,384,464,471,494,513,655,715,978,"1,136","1,545","1,304",916,983,885,502,187,62,7
4283000000,강원도 양양군 ,강원도,양양군,"27,811","27,811",476,680,832,908,"1,112","1,054",976,"1,147","1,624","1,780","2,340","2,521","3,300","2,804","1,932","1,806","1,455",714,249,92,9,"14,214","14,214",238,350,440,502,650,630,534,646,876,995,"1,277","1,316","1,725","1,388",936,818,589,238,51,15,0,"13,597","13,597",238,330,392,406,462,424,442,501,748,785,"1,063","1,205","1,575","1,416",996,988,866,476,198,77,9
4300000000,충청북도  ,충청북도,충청북도,"1,594,459","1,594,459","43,987","64,677","73,174","72,525","86,948","100,694","92,481","94,432","115,618","120,231","138,278","130,074","142,840","109,741","70,812","53,286","47,648","26,460","8,569","1,708",276,"810,740","810,740","22,631","32,948","37,693","37,809","47,397","57,064","51,561","49,894","60,047","61,976","71,219","67,045","72,702","54,810","34,167","23,398","17,998","8,095","1,908",328,50,"783,719","783,719","21,356","31,729","35,481","34,716","39,551","43,630","40,920","44,538","55,571","58,255","67,059","63,029","70,138","54,931","36,645","29,888","29,650","18,365","6,661","1,380",226
4311000000,충청북도 청주시 ,충청북도,청주시,"849,741","849,741","27,251","39,167","43,112","41,831","51,461","63,813","58,549","57,898","68,092","68,041","73,758","64,281","64,680","46,885","28,922","20,995","17,406","9,718","3,151",638,92,"429,438","429,438","13,942","20,002","22,110","21,740","27,489","35,498","32,212","30,243","34,966","34,078","36,892","32,223","32,129","22,800","13,683","9,145","6,527","2,952",681,113,13,"420,303","420,303","13,309","19,165","21,002","20,091","23,972","28,315","26,337","27,655","33,126","33,963","36,866","32,058","32,551","24,085","15,239","11,850","10,879","6,766","2,470",525,79
4313000000,충청북도 충주시 ,충청북도,충주시,"208,149","208,149","5,164","7,680","9,005","9,134","10,773","11,633","11,048","11,266","14,240","15,513","18,495","17,830","20,197","15,528","9,965","7,933","7,334","3,859","1,257",255,40,"105,466","105,466","2,654","3,850","4,652","4,769","5,990","6,833","6,335","6,020","7,344","7,985","9,406","9,175","10,262","7,742","4,683","3,415","2,818","1,189",281,55,8,"102,683","102,683","2,510","3,830","4,353","4,365","4,783","4,800","4,713","5,246","6,896","7,528","9,089","8,655","9,935","7,786","5,282","4,518","4,516","2,670",976,200,32
