행정기관코드,행정기관,시도명,시군구명,총 인구수,연령구간인구수,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85~89세,90~94세,95~99세,100세 이상,남 인구수,연령구간인구수,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85~89세,90~94세,95~99세,100세 이상,여 인구수,연령구간인구수,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85~89세,90~94세,95~99세,100세 이상
2650000000,부산광역시 수영구 ,부산광역시,수영구,"174,911","174,911","4,081","5,345","5,646","5,867","9,203","13,881","12,809","10,842","12,641","11,923","14,035","12,641","15,116","13,882","10,496","7,562","5,446","2,480",815,171,29,"82,152","82,152","2,036","2,762","2,939","3,004","4,305","6,605","6,404","5,425","6,265","5,803","6,653","5,784","6,613","6,171","4,605","3,400","2,275",840,227,26,10,"92,759","92,759","2,045","2,583","2,707","2,863","4,898","7,276","6,405","5,417","6,376","6,120","7,382","6,857","8,503","7,711","5,891","4,162","3,171","1,640",588,145,19
2653000000,부산광역시 사상구 ,부산광역시,사상구,"203,796","203,796","4,004","6,076","6,842","7,243","11,524","14,357","12,794","10,830","13,742","13,640","17,695","19,328","22,505","16,939","11,470","7,219","4,766","2,091",598,112,21,"102,511","102,511","2,103","3,093","3,481","3,768","6,066","7,692","6,934","5,847","7,304","7,127","8,788","9,584","11,224","8,314","5,380","3,213","1,880",577,125,9,2,"101,285","101,285","1,901","2,983","3,361","3,475","5,458","6,665","5,860","4,983","6,438","6,513","8,907","9,744","11,281","8,625","6,090","4,006","2,886","1,514",473,103,19
2671000000,부산광역시 기장군 ,부산광역시,기장군,"179,090","179,090","6,497","10,500","10,400","8,401","7,957","8,725","10,395","12,709","17,988","15,640","14,444","11,510","12,495","10,888","7,886","5,714","4,107","1,948",692,166,28,"88,634","88,634","3,311","5,345","5,332","4,401","4,218","4,638","5,326","6,237","9,037","8,003","7,483","5,854","5,917","4,980","3,650","2,549","1,576",598,155,20,4,"90,456","90,456","3,186","5,155","5,068","4,000","3,739","4,087","5,069","6,472","8,951","7,637","6,961","5,656","6,578","5,908","4,236","3,165","2,531","1,350",537,146,24
2700000000,대구광역시  ,대구광역시,대구광역시,"2,362,880","2,362,880","60,786","96,039","106,674","110,849","140,161","152,874","141,313","137,469","177,311","185,898","217,132","198,153","200,679","151,565","110,537","74,368","60,352","29,503","9,259","1,717",241,"1,162,217","1,162,217","31,269","49,000","55,029","57,661","74,228","81,001","76,198","71,455","87,860","91,327","106,400","96,673","96,632","71,324","49,675","31,508","23,021","9,435","2,197",299,25,"1,200,663","1,200,663","29,517","47,039","51,645","53,188","65,933","71,873","65,115","66,014","89,451","94,571","110,732","101,480","104,047","80,241","60,862","42,860","37,331","20,068","7,062","1,418",216
2711000000,대구광역시 중구 ,대구광역시,중구,"81,015","81,015","2,556","3,159","2,769","2,944","4,958","7,044","6,374","5,799","6,029","5,664","6,377","5,476","5,685","4,824","3,974","3,149","2,514","1,196",415,92,17,"38,868","38,868","1,289","1,597","1,425","1,455","2,282","3,350","3,296","3,043","3,077","2,784","3,170","2,710","2,703","2,188","1,658","1,300",985,420,114,21,1,"42,147","42,147","1,267","1,562","1,344","1,489","2,676","3,694","3,078","2,756","2,952","2,880","3,207","2,766","2,982","2,636","2,316","1,849","1,529",776,301,71,16
2714000000,대구광역시 동구 ,대구광역시,동구,"339,236","339,236","9,327","13,104","13,315","12,961","16,940","21,355","21,777","20,687","25,466","24,843","28,553","27,423","29,864","24,624","18,782","13,109","10,354","4,997","1,427",289,39,"166,516","166,516","4,791","6,671","6,882","6,789","9,032","11,199","11,722","10,947","12,995","12,710","14,238","13,237","14,032","11,239","8,447","5,575","3,983","1,622",352,47,6,"172,720","172,720","4,536","6,433","6,433","6,172","7,908","10,156","10,055","9,740","12,471","12,133","14,315","14,186","15,832","13,385","10,335","7,534","6,371","3,375","1,075",242,33
2717000000,대구광역시 서구 ,대구광역시,서구,"159,420","159,420","2,224","3,960","4,456","5,148","7,716","10,130","8,801","7,483","9,448","10,594","14,326","16,069","17,994","14,271","10,772","7,033","5,613","2,521",708,136,17,"79,358","79,358","1,198","2,039","2,210","2,684","4,167","5,501","5,096","4,210","5,106","5,701","7,344","8,079","8,625","6,587","4,826","2,904","2,138",788,136,18,1,"80,062","80,062","1,026","1,921","2,246","2,464","3,549","4,629","3,705","3,273","4,342","4,893","6,982","7,990","9,369","7,684","5,946","4,129","3,475","1,733",572,118,16
2720000000,대구광역시 남구 ,대구광역시,남구,"141,547","141,547","2,522","3,450","3,870","4,936","8,269","10,729","8,999","7,687","9,052","9,553","12,290","11,448","13,044","11,324","8,754","6,363","5,431","2,758",890,158,20,"67,809","67,809","1,350","1,764","2,016","2,535","3,948","5,383","4,858","4,100","4,565","4,731","6,134","5,540","6,056","5,176","3,798","2,592","2,089",913,232,29,0,"73,738","73,738","1,172","1,686","1,854","2,401","4,321","5,346","4,141","3,587","4,487","4,822","6,156","5,908","6,988","6,148","4,956","3,771","3,342","1,845",658,129,20
2723000000,대구광역시 북구 ,대구광역시,북구,"430,056","430,056","11,324","17,542","19,378","21,719","29,762","29,272","25,550","24,680","31,591","35,369","41,680","36,183","35,195","24,807","17,798","12,084","9,895","4,534","1,405",246,42,"213,664","213,664","5,787","8,908","9,975","11,228","15,894","15,948","13,879","13,024","15,753","17,195","20,559","17,825","17,331","11,893","7,969","4,955","3,774","1,424",307,34,2,"216,392","216,392","5,537","8,634","9,403","10,491","13,868","13,324","11,671","11,656","15,838","18,174","21,121","18,358","17,864","12,914","9,829","7,129","6,121","3,110","1,098",212,40
2726000000,대구광역시 수성구 ,대구광역시,수성구,"411,330","411,330","8,769","17,995","23,679","24,763","25,845","23,810","20,041","20,588","31,626","35,903","40,807","33,771","31,423","24,291","17,723","12,439","10,219","5,416","1,832",337,53,"198,618","198,618","4,553","9,214","12,309","13,105","13,972","12,569","10,536","9,856","14,385","16,421","19,362","16,383","15,073","11,297","7,824","5,347","4,015","1,847",479,65,6,"212,712","212,712","4,216","8,781","11,370","11,658","11,873","11,241","9,505","10,732","17,241","19,482","21,445","17,388","16,350","12,994","9,899","7,092","6,204","3,569","1,353",272,47
2729000000,대구광역시 달서구 ,대구광역시,달서구,"537,140","537,140","12,615","21,575","25,072","26,884","34,634","35,854","31,736","29,907","39,412","42,994","51,651","47,934","47,237","33,193","22,907","14,304","11,530","5,592","1,782",290,37,"263,958","263,958","6,448","11,101","12,914","13,830","18,234","18,939","17,262","15,463","19,268","20,790","24,772","23,118","22,797","15,918","10,443","6,192","4,324","1,690",392,58,5,"273,182","273,182","6,167","10,474","12,158","13,054","16,400","16,915","14,474","14,444","20,144","22,204","26,879","24,816","24,440","17,275","12,464","8,112","7,206","3,902","1,390",232,32
2771000000,대구광역시 달성군 ,대구광역시,달성군,"263,136","263,136","11,449","15,254","14,135","11,494","12,037","14,680","18,035","20,638","24,687","20,978","21,448","19,849","20,237","14,231","9,827","5,887","4,796","2,489",800,169,16,"133,426","133,426","5,853","7,706","7,298","6,035","6,699","8,112","9,549","10,812","12,711","10,995","10,821","9,781","10,015","7,026","4,710","2,643","1,713",731,185,27,4,"129,710","129,710","5,596","7,548","6,837","5,459","5,338","6,568","8,486","9,826","11,976","9,983","10,627","10,068","10,222","7,205","5,117","3,244","3,083","1,758",615,142,12
2800000000,인천광역시  ,인천광역시,인천광역시,"2,969,502","2,969,502","85,169","123,013","137,474","135,484","166,637","208,366","205,783","199,256","244,805","237,326","265,273","244,666","249,374","173,579","109,282","79,444","59,698","30,637","11,223","2,571",442,"1,486,300","1,486,300","43,664","63,028","70,593","69,580","86,548","108,831","107,658","102,829","126,090","121,064","132,945","121,717","124,470","84,563","52,236","35,223","22,843","9,444","2,410",482,82,"1,483,202","1,483,202","41,505","59,985","66,881","65,904","80,089","99,535","98,125","96,427","118,715","116,262","132,328","122,949","124,904","89,016","57,046","44,221","36,855","21,193","8,813","2,089",360
2811000000,인천광역시 중구 ,인천광역시,중구,"153,421","153,421","5,143","6,920","7,387","6,745","7,581","11,870","12,425","11,422","14,042","13,123","12,770","10,225","10,299","8,292","5,583","4,320","3,051","1,472",578,146,27,"79,598","79,598","2,731","3,554","3,728","3,480","3,848","6,174","6,841","6,066","7,408","7,222","7,103","5,547","5,363","4,027","2,648","2,004","1,236",461,122,28,7,"73,823","73,823","2,412","3,366","3,659","3,265","3,733","5,696","5,584","5,356","6,634","5,901","5,667","4,678","4,936","4,265","2,935","2,316","1,815","1,011",456,118,20
2814000000,인천광역시 동구 ,인천광역시,동구,"59,238","59,238","1,254","1,838","2,303","2,456","2,849","3,155","3,179","3,325","4,586","4,608","4,979","4,565","5,374","4,745","3,539","2,875","2,173",973,364,88,10,"29,807","29,807",624,"1,001","1,193","1,271","1,513","1,735","1,740","1,767","2,441","2,458","2,678","2,397","2,667","2,290","1,548","1,260",863,269,73,17,2,"29,431","29,431",630,837,"1,110","1,185","1,336","1,420","1,439","1,558","2,145","2,150","2,301","2,168","2,707","2,455","1,991","1,615","1,310",704,291,71,8
2817700000,인천광역시 미추홀구 ,인천광역시,미추홀구,"405,298","405,298","10,299","14,166","15,583","15,921","23,664","30,447","28,519","26,363","32,313","30,702","35,017","31,810","34,352","26,538","18,164","13,984","10,339","4,955","1,694",404,64,"204,000","204,000","5,243","7,241","8,026","8,193","12,337","16,165","15,386","14,114","17,339","16,053","18,059","15,934","16,596","12,552","8,356","6,203","4,100","1,617",391,84,11,"201,298","201,298","5,056","6,925","7,557","7,728","11,327","14,282","13,133","12,249","14,974","14,649","16,958","15,876","17,756","13,986","9,808","7,781","6,239","3,338","1,303",320,53
2818500000,인천광역시 연수구 ,인천광역시,연수구,"385,573","385,573","13,617","20,731","22,764","20,891","23,092","24,613","25,610","27,946","35,132","33,383","34,965","29,910","28,574","17,758","9,831","7,001","5,362","2,894","1,156",297,46,"191,253","191,253","6,995","10,537","11,656","10,631","11,994","12,967","12,715","13,668","17,163","16,360","17,272","14,627","14,591","8,953","4,798","3,140","2,004",861,254,58,9,"194,320","194,320","6,622","10,194","11,108","10,260","11,098","11,646","12,895","14,278","17,969","17,023","17,693","15,283","13,983","8,805","5,033","3,861","3,358","2,033",902,239,37
2820000000,인천광역시 남동구 ,인천광역시,남동구,"505,213","505,213","12,654","20,811","24,175","23,576","28,594","35,485","33,013","31,782","42,306","41,727","45,629","41,761","43,100","30,544","19,368","13,683","9,816","4,901","1,813",406,69,"250,954","250,954","6,489","10,708","12,455","12,128","14,612","18,497","17,364","16,304","21,570","21,339","22,635","20,492","21,037","14,555","9,158","5,994","3,680","1,483",370,71,13,"254,259","254,259","6,165","10,103","11,720","11,448","13,982","16,988","15,649","15,478","20,736","20,388","22,994","21,269","22,063","15,989","10,210","7,689","6,136","3,418","1,443",335,56
2823700000,인천광역시 부평구 ,인천광역시,부평구,"489,903","489,903","12,146","16,876","19,496","21,070","27,425","37,220","36,745","32,090","36,910","36,927","44,251","42,820","43,850","30,544","19,396","13,838","10,526","5,386","1,917",391,79,"241,652","241,652","6,263","8,581","10,052","10,987","13,963","18,963","19,088","16,826","18,874","18,467","21,368","20,862","21,525","14,507","9,183","6,081","3,933","1,648",407,60,14,"248,251","248,251","5,883","8,295","9,444","10,083","13,462","18,257","17,657","15,264","18,036","18,460","22,883","21,958","22,325","16,037","10,213","7,757","6,593","3,738","1,510",331,65
2824500000,인천광역시 계양구 ,인천광역시,계양구,"288,210","288,210","6,390","9,055","11,380","12,849","17,241","21,824","19,796","17,131","20,520","21,873","28,050","28,951","29,114","17,542","9,832","6,861","5,515","2,972","1,030",251,33,"143,560","143,560","3,231","4,632","5,742","6,540","9,098","11,500","10,482","8,990","10,513","10,831","13,522","14,071","14,647","8,899","4,843","2,909","1,984",854,214,53,5,"144,650","144,650","3,159","4,423","5,638","6,309","8,143","10,324","9,314","8,141","10,007","11,042","14,528","14,880","14,467","8,643","4,989","3,952","3,531","2,118",816,198,28
2826000000,인천광역시 서구 ,인천광역시,서구,"592,298","592,298","21,957","30,558","31,638","29,095","32,442","40,059","43,059","45,721","54,494","49,763","52,929","46,568","43,543","28,090","16,775","11,105","8,176","4,249","1,642",363,72,"298,805","298,805","11,213","15,715","16,302","14,837","16,853","20,499","22,066","23,227","28,331","25,380","26,640","23,558","22,357","13,895","8,253","4,976","3,049","1,253",324,62,15,"293,493","293,493","10,744","14,843","15,336","14,258","15,589","19,560","20,993","22,494","26,163","24,383","26,289","23,010","21,186","14,195","8,522","6,129","5,127","2,996","1,318",301,57
2871000000,인천광역시 강화군 ,인천광역시,강화군,"69,763","69,763","1,350","1,630","2,250","2,288","2,429","2,440","2,451","2,607","3,472","3,999","5,180","6,175","8,641","7,423","5,426","4,689","3,962","2,343",822,162,24,"34,920","34,920",709,831,"1,179","1,178","1,372","1,419","1,327","1,329","1,815","2,173","2,759","3,156","4,301","3,741","2,731","2,140","1,668",846,206,36,4,"34,843","34,843",641,799,"1,071","1,110","1,057","1,021","1,124","1,278","1,657","1,826","2,421","3,019","4,340","3,682","2,695","2,549","2,294","1,497",616,126,20
2872000000,인천광역시 옹진군 ,인천광역시,옹진군,"20,585","20,585",359,428,498,593,"1,320","1,253",986,869,"1,030","1,221","1,503","1,881","2,527","2,103","1,368","1,088",778,492,207,63,18,"11,751","11,751",166,228,260,335,958,912,649,538,636,781,909,"1,073","1,386","1,144",718,516,326,152,49,13,2,"8,834","8,834",193,200,238,258,362,341,337,331,394,440,594,808,"1,141",959,650,572,452,340,158,50,16
2900000000,광주광역시  ,광주광역시,광주광역시,"1,429,816","1,429,816","42,139","63,976","74,046","76,569","95,838","102,002","87,883","88,800","114,637","117,816","128,067","110,256","103,994","74,141","55,465","40,774","31,672","15,200","5,286","1,078",177,"706,724","706,724","21,506","32,852","38,227","39,769","49,779","53,357","45,743","45,152","57,116","58,456","63,540","54,650","50,054","34,957","25,074","17,659","12,507","4,907","1,221",180,18,"723,092","723,092","20,633","31,124","35,819","36,800","46,059","48,645","42,140","43,648","57,521","59,360","64,527","55,606","53,940","39,184","30,391","23,115","19,165","10,293","4,065",898,159
2911000000,광주광역시 동구 ,광주광역시,동구,"105,887","105,887","3,533","4,049","3,622","3,897","6,960","7,806","7,184","6,913","7,527","7,044","8,071","7,569","8,240","7,048","5,725","4,494","3,717","1,751",605,114,18,"52,295","52,295","1,789","2,117","1,888","2,000","3,576","3,984","3,683","3,562","3,994","3,688","4,047","3,729","3,915","3,291","2,557","1,950","1,599",720,180,24,2,"53,592","53,592","1,744","1,932","1,734","1,897","3,384","3,822","3,501","3,351","3,533","3,356","4,024","3,840","4,325","3,757","3,168","2,544","2,118","1,031",425,90,16
2914000000,광주광역시 서구 ,광주광역시,서구,"287,347","287,347","7,145","11,414","13,907","15,170","20,155","22,321","17,606","16,652","21,922","23,549","26,797","23,003","21,518","15,425","11,523","8,442","6,384","3,084","1,068",222,40,"140,696","140,696","3,614","5,953","7,333","7,952","10,325","11,464","9,187","8,365","10,749","11,404","13,011","11,317","10,075","7,194","5,235","3,681","2,504","1,030",259,40,4,"146,651","146,651","3,531","5,461","6,574","7,218","9,830","10,857","8,419","8,287","11,173","12,145","13,786","11,686","11,443","8,231","6,288","4,761","3,880","2,054",809,182,36
2915500000,광주광역시 남구 ,광주광역시,남구,"212,028","212,028","5,717","9,856","11,539","11,042","12,747","13,218","11,564","12,440","16,867","16,924","17,416","15,375","16,448","12,984","10,343","7,716","5,828","2,780",985,202,37,"101,737","101,737","2,927","5,010","5,791","5,511","6,545","6,727","5,892","6,100","8,173","8,394","8,451","7,265","7,427","5,957","4,550","3,410","2,440",900,234,28,5,"110,291","110,291","2,790","4,846","5,748","5,531","6,202","6,491","5,672","6,340","8,694","8,530","8,965","8,110","9,021","7,027","5,793","4,306","3,388","1,880",751,174,32
2917000000,광주광역시 북구 ,광주광역시,북구,"424,326","424,326","12,565","17,751","19,831","20,999","27,603","30,421","26,862","26,630","32,438","32,865","37,092","34,231","33,937","24,104","17,802","12,726","9,847","4,624","1,618",328,52,"210,178","210,178","6,380","9,081","10,305","11,128","14,426","16,079","14,074","13,800","16,455","16,450","18,284","16,730","16,141","11,369","8,179","5,483","3,918","1,467",368,57,4,"214,148","214,148","6,185","8,670","9,526","9,871","13,177","14,342","12,788","12,830","15,983","16,415","18,808","17,501","17,796","12,735","9,623","7,243","5,929","3,157","1,250",271,48
2920000000,광주광역시 광산구 ,광주광역시,광산구,"400,228","400,228","13,179","20,906","25,147","25,461","28,373","28,236","24,667","26,165","35,883","37,434","38,691","30,078","23,851","14,580","10,072","7,396","5,896","2,961","1,010",212,30,"201,818","201,818","6,796","10,691","12,910","13,178","14,907","15,103","12,907","13,325","17,745","18,520","19,747","15,609","12,496","7,146","4,553","3,135","2,046",790,180,31,3,"198,410","198,410","6,383","10,215","12,237","12,283","13,466","13,133","11,760","12,840","18,138","18,914","18,944","14,469","11,355","7,434","5,519","4,261","3,850","2,171",830,181,27
3000000000,대전광역시  ,대전광역시,대전광역시,"1,445,806","1,445,806","41,361","60,298","68,401","71,727","94,517","108,805","96,629","91,114","110,831","115,440","130,232","109,231","113,321","84,735","56,301","39,158","31,129","15,828","5,428","1,142",178,"721,037","721,037","21,241","31,032","35,302","37,083","48,557","57,944","51,617","47,195","55,541","57,113","65,239","54,364","55,215","40,788","26,427","17,354","12,297","5,151","1,344",205,28,"724,769","724,769","20,120","29,266","33,099","34,644","45,960","50,861","45,012","43,919","55,290","58,327","64,993","54,867","58,106","43,947","29,874","21,804","18,832","10,677","4,084",937,150
3011000000,대전광역시 동구 ,대전광역시,동구,"219,508","219,508","5,316","7,778","9,106","10,002","15,000","14,048","12,441","12,067","15,756","16,718","18,996","16,900","19,326","15,629","11,235","8,208","6,596","3,116","1,031",203,36,"110,470","110,470","2,753","4,050","4,723","5,125","7,719","7,667","6,815","6,448","8,163","8,773","9,920","8,643","9,458","7,481","5,198","3,640","2,575","1,007",266,39,7,"109,038","109,038","2,563","3,728","4,383","4,877","7,281","6,381","5,626","5,619","7,593","7,945","9,076","8,257","9,868","8,148","6,037","4,568","4,021","2,109",765,164,29
3014000000,대전광역시 중구 ,대전광역시,중구,"226,780","226,780","5,088","7,829","9,756","10,675","13,389","15,403","12,578","11,847","16,067","17,806","20,438","17,816","19,115","16,058","11,907","8,894","7,148","3,524","1,151",248,43,"111,502","111,502","2,562","4,016","4,978","5,501","6,849","7,741","6,628","6,062","8,071","8,959","10,484","8,950","9,331","7,525","5,440","3,912","2,903","1,215",316,48,11,"115,278","115,278","2,526","3,813","4,778","5,174","6,540","7,662","5,950","5,785","7,996","8,847","9,954","8,866","9,784","8,533","6,467","4,982","4,245","2,309",835,200,32
3017000000,대전광역시 서구 ,대전광역시,서구,"470,105","470,105","13,431","20,282","23,253","24,213","31,582","38,988","33,214","30,565","36,862","37,890","42,327","34,205","34,998","25,753","16,502","11,115","8,558","4,452","1,531",338,46,"230,849","230,849","6,871","10,501","11,993","12,404","15,735","20,124","17,216","15,519","18,130","18,139","20,680","16,444","16,742","12,303","7,739","4,940","3,483","1,466",353,60,7,"239,256","239,256","6,560","9,781","11,260","11,809","15,847","18,864","15,998","15,046","18,732","19,751","21,647","17,761","18,256","13,450","8,763","6,175","5,075","2,986","1,178",278,39
3020000000,대전광역시 유성구 ,대전광역시,유성구,"357,147","357,147","13,453","18,731","19,258","18,806","23,717","28,582","28,222","27,171","30,630","29,688","31,270","24,785","23,671","15,762","9,162","5,749","4,607","2,612","1,040",200,31,"180,678","180,678","6,972","9,566","9,984","9,827","12,388","15,827","15,225","14,009","15,113","14,489","15,499","12,434","11,620","7,848","4,499","2,574","1,744",770,251,37,2,"176,469","176,469","6,481","9,165","9,274","8,979","11,329","12,755","12,997","13,162","15,517","15,199","15,771","12,351","12,051","7,914","4,663","3,175","2,863","1,842",789,163,29
3023000000,대전광역시 대덕구 ,대전광역시,대덕구,"172,266","172,266","4,073","5,678","7,028","8,031","10,829","11,784","10,174","9,464","11,516","13,338","17,201","15,525","16,211","11,533","7,495","5,192","4,220","2,124",675,153,22,"87,538","87,538","2,083","2,899","3,624","4,226","5,866","6,585","5,733","5,157","6,064","6,753","8,656","7,893","8,064","5,631","3,551","2,288","1,592",693,158,21,1,"84,728","84,728","1,990","2,779","3,404","3,805","4,963","5,199","4,441","4,307","5,452","6,585","8,545","7,632","8,147","5,902","3,944","2,904","2,628","1,431",517,132,21
3100000000,울산광역시  ,울산광역시,울산광역시,"1,110,074","1,110,074","32,670","51,756","56,603","53,721","59,271","69,327","68,287","70,839","92,233","89,151","104,700","99,824","96,744","67,395","41,974","25,387","18,123","8,535","2,863",609,62,"570,113","570,113","16,646","26,693","29,418","28,366","33,283","39,507","37,536","37,213","47,828","45,102","52,116","51,149","49,294","33,444","20,751","11,651","7,068","2,406",566,72,4,"539,961","539,961","16,024","25,063","27,185","25,355","25,988","29,820","30,751","33,626","44,405","44,049","52,584","48,675","47,450","33,951","21,223","13,736","11,055","6,129","2,297",537,58
3111000000,울산광역시 중구 ,울산광역시,중구,"207,790","207,790","5,055","8,678","9,914","9,396","10,388","12,563","11,697","11,934","16,197","15,851","19,466","19,477","19,848","14,776","9,721","6,003","4,254","1,837",606,117,12,"105,089","105,089","2,562","4,478","5,247","5,046","5,883","7,003","6,362","6,244","8,369","7,967","9,547","9,758","9,851","7,054","4,657","2,658","1,684",579,129,10,1,"102,701","102,701","2,493","4,200","4,667","4,350","4,505","5,560","5,335","5,690","7,828","7,884","9,919","9,719","9,997","7,722","5,064","3,345","2,570","1,258",477,107,11
3114000000,울산광역시 남구 ,울산광역시,남구,"310,633","310,633","8,363","12,824","14,213","14,551","18,352","22,279","21,223","19,360","23,961","24,263","30,897","28,616","27,093","18,832","11,632","6,692","4,624","2,114",611,124,9,"158,390","158,390","4,233","6,675","7,412","7,739","10,158","12,548","11,809","10,189","12,241","11,645","15,012","14,541","13,510","9,275","5,674","3,094","1,875",613,134,13,0,"152,243","152,243","4,130","6,149","6,801","6,812","8,194","9,731","9,414","9,171","11,720","12,618","15,885","14,075","13,583","9,557","5,958","3,598","2,749","1,501",477,111,9
3117000000,울산광역시 동구 ,울산광역시,동구,"151,486","151,486","4,292","7,913","8,500","7,379","7,237","8,546","8,560","10,885","14,224","12,374","12,215","11,873","14,154","10,245","6,263","3,463","2,118",863,302,72,8,"79,012","79,012","2,196","4,009","4,503","3,932","3,947","4,905","4,890","5,861","7,689","6,723","6,426","5,853","6,889","5,064","3,235","1,748",868,217,45,11,1,"72,474","72,474","2,096","3,904","3,997","3,447","3,290","3,641","3,670","5,024","6,535","5,651","5,789","6,020","7,265","5,181","3,028","1,715","1,250",646,257,61,7
3120000000,울산광역시 북구 ,울산광역시,북구,"218,729","218,729","8,938","13,389","13,257","11,297","11,076","13,524","14,928","16,492","21,382","18,247","19,682","19,228","15,624","9,070","5,264","3,314","2,305","1,190",405,104,13,"113,079","113,079","4,578","6,888","6,811","5,850","6,427","7,764","7,996","8,468","10,933","9,402","9,519","10,043","8,442","4,616","2,607","1,492",861,294,73,14,1,"105,650","105,650","4,360","6,501","6,446","5,447","4,649","5,760","6,932","8,024","10,449","8,845","10,163","9,185","7,182","4,454","2,657","1,822","1,444",896,332,90,12
3171000000,울산광역시 울주군 ,울산광역시,울주군,"221,436","221,436","6,022","8,952","10,719","11,098","12,218","12,415","11,879","12,168","16,469","18,416","22,440","20,630","20,025","14,472","9,094","5,915","4,822","2,531",939,192,20,"114,543","114,543","3,077","4,643","5,445","5,799","6,868","7,287","6,479","6,451","8,596","9,365","11,612","10,954","10,602","7,435","4,578","2,659","1,780",703,185,24,1,"106,893","106,893","2,945","4,309","5,274","5,299","5,350","5,128","5,400","5,717","7,873","9,051","10,828","9,676","9,423","7,037","4,516","3,256","3,042","1,828",754,168,19
3600000000,세종특별자치시  ,세종특별자치시,세종특별자치시,"384,496","384,496","18,847","26,940","27,708","21,694","17,712","20,588","27,748","33,184","41,407","35,425","30,244","21,642","20,904","15,128","9,581","6,164","5,127","3,022","1,156",241,34,"191,769","191,769","9,524","13,733","14,079","10,808","9,307","10,329","13,538","16,303","20,299","18,098","16,047","11,134","10,497","7,464","4,657","2,763","2,000",913,230,40,6,"192,727","192,727","9,323","13,207","13,629","10,886","8,405","10,259","14,210","16,881","21,108","17,327","14,197","10,508","10,407","7,664","4,924","3,401","3,127","2,109",926,201,28
4100000000,경기도  ,경기도,경기도,"13,596,091","13,596,091","423,759","611,985","675,091","653,151","789,723","942,085","934,736","944,047","1,156,612","1,128,125","1,236,057","1,061,202","1,034,327","726,848","463,905","347,645","268,101","138,393","48,028","10,503","1,768","6,842,226","6,842,226","216,863","313,113","345,546","335,021","411,620","501,356","491,074","485,448","590,936","571,769","624,582","537,189","521,204","356,812","219,043","153,879","106,802","45,597","11,973","2,020",379,"6,753,865","6,753,865","206,896","298,872","329,545","318,130","378,103","440,729","443,662","458,599","565,676","556,356","611,475","524,013","513,123","370,036","244,862","193,766","161,299","92,796","36,055","8,483","1,389"
4111000000,경기도 수원시 ,경기도,수원시,"1,191,620","1,191,620","35,826","50,442","56,879","58,332","78,978","100,461","95,267","85,359","100,065","98,095","107,214","91,962","84,653","54,717","34,667","25,383","19,052","9,916","3,458",769,125,"599,937","599,937","18,464","26,057","29,249","30,117","40,664","53,253","50,842","44,527","50,802","48,962","53,309","45,860","42,672","26,500","16,166","10,965","7,386","3,118",862,142,20,"591,683","591,683","17,362","24,385","27,630","28,215","38,314","47,208","44,425","40,832","49,263","49,133","53,905","46,102","41,981","28,217","18,501","14,418","11,666","6,798","2,596",627,105
4113000000,경기도 성남시 ,경기도,성남시,"924,087","924,087","26,137","36,471","41,929","42,825","52,708","68,215","68,772","65,417","75,372","74,862","83,797","70,735","71,099","52,930","34,478","25,532","18,759","9,581","3,532",799,137,"457,590","457,590","13,292","18,623","21,502","21,891","26,646","35,441","35,638","33,054","37,336","36,805","41,949","35,272","34,761","25,841","16,126","11,239","7,809","3,260",896,173,36,"466,497","466,497","12,845","17,848","20,427","20,934","26,062","32,774","33,134","32,363","38,036","38,057","41,848","35,463","36,338","27,089","18,352","14,293","10,950","6,321","2,636",626,101
4115000000,경기도 의정부시 ,경기도,의정부시,"463,353","463,353","13,080","18,173","20,031","20,938","28,590","33,319","30,382","29,761","35,924","36,195","43,324","38,160","37,462","27,213","17,851","14,345","11,049","5,417","1,714",369,56,"227,872","227,872","6,801","9,398","10,214","10,765","14,423","16,752","15,647","15,195","18,508","17,963","21,198","18,768","18,395","12,911","8,087","6,155","4,376","1,812",422,70,12,"235,481","235,481","6,279","8,775","9,817","10,173","14,167","16,567","14,735","14,566","17,416","18,232","22,126","19,392","19,067","14,302","9,764","8,190","6,673","3,605","1,292",299,44
4117000000,경기도 안양시 ,경기도,안양시,"547,917","547,917","16,095","20,732","23,900","25,942","32,348","38,794","40,580","38,250","41,647","42,742","50,192","44,933","46,835","32,590","19,824","13,997","10,465","5,573","2,025",398,55,"270,730","270,730","8,231","10,537","12,386","13,402","16,662","20,194","20,893","19,677","21,051","20,768","24,362","21,839","22,631","16,025","9,561","6,166","4,098","1,672",481,85,9,"277,187","277,187","7,864","10,195","11,514","12,540","15,686","18,600","19,687","18,573","20,596","21,974","25,830","23,094","24,204","16,565","10,263","7,831","6,367","3,901","1,544",313,46
